ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.07957562013255279,0.5141233887266785,0.43390714308111233,0.950611825557686,0.15410148603332935,0.31233457027195066,-0.04207155692565517,-0.6670169371170154,-0.5703659626893547,1
0.0873961908254958,0.4391500405118083,0.39712975020069524,0.931902220366617,0.18560257163168795,0.4286102211903731,0.3835991227475764,-0.5698720619181756,-0.04944766400987266,1
0.08518021466811448,0.4538593900909202,0.42081910033438796,0.9623415469139189,0.18329887865689407,0.3804044054263707,0.18270956849051256,-0.6212368972604834,-0.4549641985766919,1
0.08073161189358373,0.5047948488388805,0.40072209658167984,0.9594700803699239,0.16972363875637442,0.46975857273325117,-0.09704285253252974,-0.8478455040309743,-0.5813732927211972,1
0.07417335554545913,0.4751591168056766,0.38924075659291624,0.950894384545595,0.14118381858364562,0.516524537911952,0.037639777399679976,-0.505551792154189,-0.3573295946579451,1
0.07947382034512064,0.45996234438779915,0.4182393081377405,0.9657007977571667,0.18620140363837842,0.46010362703833924,0.19554938793744167,-0.6868873415374117,-0.45187386333311785,1
0.0757751376412634,0.43657034843047604,0.42108519403514433,0.9553167906984368,0.18481015743042356,0.4774002021315067,0.38767857939447126,-0.6336476819978922,-0.25070791395829506,1
0.08037330669829577,0.4837666523699978,0.3920706524473062,0.9583596089843028,0.18128589783454288,0.47004311811654353,0.12511488909712076,-0.5769886800322657,-0.4510091851751241,1
0.07424423009405547,0.5259264897094285,0.41376427668599836,0.9660292609689035,0.17370463241175071,0.4179588868792866,-0.021075455223857013,-0.6464460546267055,-0.5564150425764147,1
0.08095595595595595,0.5127965332007537,0.39341854911359375,0.9645450287765363,0.20137199479150125,0.4502985044561699,-0.03905623972576526,-0.6597648056099921,-0.5452362415277294,1
0.08441266925363276,0.45567671241250723,0.43465847321465306,0.9547566637722715,0.18383125530277064,0.30275146831246097,0.20148169372770613,-0.6946498673177222,-0.2349657753459069,1
0.08225053381158628,0.5231398263107742,0.4183904691931079,0.9608366678458498,0.20114894303695335,0.4015031914436055,0.05598505015178678,-0.5136568130237387,-0.6128669056524458,1
0.1039758721902012,0.45703954203081254,0.4083293412140877,0.9322373060733877,0.16097549878290146,0.5404826318231026,0.14936238610510397,-0.6232628410183123,-0.9001060025338239,0
0.07754332477535301,0.49158438797269505,0.4552724834590356,0.9318186795782376,0.10608987728041097,0.1657405351131313,-0.2423751200458761,-0.9242591561888833,-0.6547051847295302,0
0.12769340602284526,0.48357369758576874,0.42764684693243404,0.9483667947222477,0.20624338291560532,0.3781595931872374,0.08771375107815409,-0.8428866113210929,-1.0246769842654764,0
0.09037629037629037,0.49014524758231853,0.3920136220783118,0.9300721367207258,0.17367318482792998,0.5805200800156662,0.1298961125090506,-0.5237930695033088,-0.7169660561011995,0
0.07917338465005808,0.5402818496964251,0.42954549487892435,0.910908482142554,0.11702422074394482,0.4518906918258482,-0.3616803271889353,-0.8815376996161937,-0.2833679835446197,0
0.13794795221843004,0.49713094685840936,0.3836003492307933,0.9315339479994336,0.2158640793982821,0.5220668357732113,-0.19909915990452134,-0.6490704162982102,-0.8790995163817175,0
0.08234824508881476,0.49965464317419306,0.412625275599908,0.9422018485865832,0.1391119224340974,0.42332162698650994,0.09988070686027334,-0.8671809166203812,-0.5959359969290756,0
0.07794487320837927,0.5509093332327462,0.423786768713301,0.9392521598273585,0.1272304074482891,0.2594429307881297,-0.98984344134334,-0.8845401794820589,0.9873775257133559,0
0.10652029676096267,0.4821098626670863,0.43009511659512445,0.943281292566551,0.1912647933363527,0.36708429214461263,0.029682288949826625,-0.8366595242743555,-0.7731212484549244,0
0.10085067470415893,0.44819043386907575,0.43918592628138114,0.9178756616693216,0.14561382173848839,0.34132607439522417,0.054466212854596956,-0.831619146458972,-0.7397646074782465,0
0.0784311778084559,0.49038408055111427,0.39034859953678314,0.9469765634590306,0.11502858599468337,0.5925669385965047,0.052614948488510005,-0.5999058237431325,1.2360370122340436,0
0.10963669950738916,0.5159375376098208,0.3840877142866365,0.9560702164151959,0.21387387387387388,0.4572607354506064,-0.11061442925946098,-0.809684923243509,-0.684318878096871,0
